company_name,url,snippet,social_links,content_length,scrape_method,success
AppOmni,https://appomni.com,"Founded in 2018 in Basalt, Colorado, SaaS security solution company, raised over $123 million, now based in San Francisco",,4596,requests,Yes
Aqueous Resources,https://www.aqueousresources.com,Denver startup focused on water technology solutions. Recognized among fastest-growing Denver startups indicating strong market demand and growth trajectory.,,1970,requests,Yes
Arctic Wolf Networks,https://arcticwolf.com,"Denver-based cybersecurity platform using machine learning for risk management and task analysis, raised $899.3M across 10 funding rounds","facebook: https://www.facebook.com/ArcticWolfNetworks, twitter: https://www.twitter.com/AWNetworks, youtube: https://www.youtube.com/c/ArcticWolfNetworks, linkedin: https://www.linkedin.com/company/arctic-wolf-networks",19685,requests,Yes
Arta,https://www.artafinance.com,Financial services or fintech company in early-stage portfolio,,33965,requests,Yes
Arzeda,https://www.arzeda.com,"Boulder-based biotechnology and software company designing custom microorganisms for industrial applications through computational enzyme design, raised $72.2M across 5 funding rounds",,4953,requests,Yes
Aumni,https://www.aumni.fund,Investment analytics company that monitors economic position and legal rights of investments,"linkedin: https://www.linkedin.com/company/aumni/, youtube: https://www.youtube.com/@aumni-venture-workspace",8841,requests,Yes
Aurelius Systems,https://aureliussystems.com,Aerospace company that secured $10 million in Seed funding in September 2025.,,630,requests,Yes
Aurora Innovation,https://aurora.tech,"Autonomous vehicles company that raised $820M Series D funding in July 2025, led by Sequoia Capital, with a $15B valuation.",,7458,requests,Yes
Backbone PLM,https://www.backbone-pml.com,"Boulder, Colorado-based company founded in 2014",,0,requests,No
Backflip,https://backflip.com,"Real estate and investing platform that raised $15,000,000 in Series A funding",,3767,requests,Yes
Bifrost Electronics,https://www.bifrostelectronics.com,"Quantum readout startup developing magnetically insensitive quantum amplifiers (Seed funding: $2.5 million, July 2025)",,0,requests,No
BiggerPockets,https://www.biggerpockets.com,"Online community for real estate investing founded in 2004 with over 1 million members and successful podcast, generating significant revenue without venture capital",,27489,requests,Yes
BITKRAFT Ventures,https://bitkraft.vc,"A Denver-based firm founded in 2017 specializing in gaming and emerging technologies, particularly Synthetic Reality investments.","twitter: https://twitter.com/BitkraftVC, linkedin: https://www.linkedin.com/company/bitkraftvc",4854,requests,Yes
Bitsbox,https://www.bitsbox.com,"Colorado-based software startup, portfolio company of Rockies Venture Club","twitter: https://subscribe.bitsbox.com/shop?variant=b, facebook: https://www.facebook.com/bitsboxkids/, youtube: https://www.youtube.com/channel/UC74cG5MTZmzuE0LEhqkugrA, instagram: https://www.instagram.com/bitsboxkids/",13011,requests,Yes
Blackhorn Ventures,https://www.blackhornventures.com,"Early-stage venture firm investing in capital-efficient companies focused on decarbonization in transportation, built environment, supply chain, and energy sectors.",,1033,playwright,Yes
Blaze Energy Technologies LLC,https://blazeenergytech.com,Develops catalytic reforming technology for H2/NH3 fuel production. Affiliation: Colorado School of Mines,,5879,requests,Yes
Blazy Susan,https://www.blazysusan.com,Denver-based accessories company for cannabis consumption. Previously ranked #2 on 2023 Inc. 5000 list.,,1506,requests,Yes
Blue Cubed LLC,https://www.bluecubed.net,Develops optical communication systems for the small satellite market. Affiliation: University of Colorado Boulder,"linkedin: https://www.linkedin.com/company/blue-cubed-llc, twitter: https://twitter.com/BlueCubedSpace",931,requests,Yes
BoldHue,https://www.boldhue.com,"Aurora, CO-based technology company.",youtube: https://www.youtube.com/watch?v=0FEalZpOEMg,3362,requests,Yes
BoltWise,https://getboltwise.com,"Cloud computing and logistics company that raised $3,000,000 in seed funding in July 2024",,5603,requests,Yes
BombBomb,https://bombbomb.com,"Colorado Springs software company specializing in personalized video messaging for business relationships, ranked among top startups",,3682,requests,Yes
Break Trail Ventures,https://www.breaktrail.vc,"Boulder-based early-stage VC investing in transformative founders. Portfolio includes CEOs like Matt Doria (CEO, Sana Benefits), and founders from companies such as Sana Benefits (CEO Matt Doria).",,0,requests,No
Brisk Technologies,https://www.brisktech.co,"Lakewood-based mobile app development company that secured $20 million in funding on September 25, 2024, to expand its team and services across healthcare, restaurant delivery, and human resources sectors.",,0,requests,No
Canopy Advisory Group Inc,https://www.canopyadvisory.com,"On-demand talent firm in Denver with $7.7M revenue and 69% growth rate, 5 employees","facebook: https://www.facebook.com/CanopyAdvisoryGroup/, instagram: https://www.instagram.com/canopyadvisory/, linkedin: https://www.linkedin.com/company/canopy-advisory-group/",20890,requests,Yes
CarbeniumTec LLC,https://www.carbeniumtec.com,"Developing metal-free, all-organic batteries for long-duration energy storage. Affiliation: University of Arizona",,1458,requests,Yes
Career Certified,https://www.careercertified.com,"Colorado software company, 2023 Fast 500 winner, founded by Gary Weiss with deep technical and enterprise software background",linkedin: https://www.linkedin.com/company/career-certified,15636,requests,Yes
Ceros,https://www.ceros.com,Cloud-based interactive content creation platform for marketers and designers,,2113,requests,Yes
Clarabridge,https://www.clarabridge.com,Powers businesses with insights to deliver customer experience solutions,,9352,requests,Yes
ClassPass,https://www.classpass.com,Colorado-based fitness tech company and Techstars Boulder alumni that scaled into an industry leader,,392,requests,No
Cloud Campaign,https://www.cloudcampaign.com,Comprehensive marketing platform for agencies and freelancers. Colorado-based portfolio company.,,6554,requests,Yes
ColdQuanta,https://www.coldquanta.com,Quantum computing company developing cooling technology to study and manipulate atomic behavior. Series A funding of $32 million in November 2020.,"linkedin: https://www.linkedin.com/company/infq/, twitter: https://x.com/infleqtion, youtube: https://www.youtube.com/coldquanta, facebook: https://www.facebook.com/infleqtion/",8432,requests,Yes
Colexible Technologies,https://colexible.com/,"CU Boulder spinout specializing in flexible electronics manufacturing for wearables and automotive, founded by C.J. Whelan with PI Jianliang Xiao from CU Boulder Mechanical Engineering",,169,playwright,Yes
Colorado Earth LLC,https://www.coloradoearth.com,Designs and manufactures locally-produced masonry blocks. Affiliation: National Renewable Energy Laboratory (NREL),youtube: https://www.youtube.com/watch?v=vwUBq82v2Cs,1454,requests,Yes
Conga,https://www.conga.com,"Enterprise cloud computing and data company offering platform for simplifying and automating data, documents, contracts, and reporting. Established funding rounds indicate growth stage operations.",,7360,requests,Yes
Cosmic Aerospace,https://www.cosmicaerospace.com,"Developing all-electric regional aircraft with proprietary propulsion and airframe technologies, targeting a 24-passenger Skylark jet for service by end of decade",,2751,requests,Yes
Crusoe,https://www.crusoe.ai,"AI data center company, Colorado-based, raised $600 million backed by PayPal founder Peter Thiel",,20702,requests,Yes
Crusoe Energy Systems,https://www.crusoe.ai,"AI infrastructure company based in Colorado with a $10B valuation, focused on energy-efficient computing",,20702,requests,Yes
CyberGRX,https://www.cybergrx.com,Colorado-based cybersecurity company led by Fred Kneip,,0,requests,No
D3Sciences Inc.,https://www.d3sciences.com,Empowers tissue-based diagnostics for personalized care. Affiliation: University of Arizona,,2393,requests,Yes
Dapple Security,https://dapplesecurity.com,"Cybersecurity startup founded by Gadalia Montoya Weinberg O'Bryan, graduated from Techstars Boulder winter cohort (2023-2024).",,3448,requests,Yes
Dashamlabs,https://dashamlabs.com,Materials and aerospace company based in India with $1.367 million in Seed funding (October 2025).,linkedin: https://www.linkedin.com/in/devakardhingra/,2920,requests,Yes
Datava,https://datava.com,Colorado information technology startup with $3M funding (October 2024),,2504,requests,Yes
Delise Automotive,https://www.deliseauto.com,Automotive company based in United States that received Series A funding in June 2024,,1541,requests,Yes
Dexterity,https://www.dexterity.ai,Robotic technology company manufacturing robots with human-like dexterity for industrial use,,6335,requests,Yes
Duality Systems,https://www.dualitysys.com,Colorado Springs startup developing AI scheduling solutions,,4817,requests,Yes
DVM Systems,https://www.dvmsystems.com,Colorado-based software startup that raised $288K in seed funding (May 2024),,2803,requests,Yes
Dynatrace,https://www.dynatrace.com,"Colorado tech company providing business intelligence and AI-powered automation platform for understanding complex systems, finding problems faster, and automating manual tasks.",,7847,requests,Yes
Edison Interactive,https://www.edisoninteractive.com,"Cherry Creek North, Colorado software company established in 2016 by technical founders Jeremy Ostermiller and Nick Stanitz-Harper, powers digital displays across 80,000+ screens nationwide",,1346,requests,Yes
EforAll Colorado,https://eforall.org,Longmont-based equity-free accelerator supporting local businesses and diverse founders with 12-week programs and mentorship[1],,4385,requests,Yes
Ellis,https://www.ellis.com,Consumer or enterprise software company,"linkedin: https://www.linkedin.com/company/joinellis, instagram: https://www.instagram.com/ellisdotcom, twitter: https://x.com/joinellis",8070,requests,Yes
Evolution Ventures,https://www.evolutionventures.com,"Investment firm based in Broomfield, Colorado, founded in 2013 by Jonathan Cooper, focusing on sustainable and leading-edge technologies",,2539,requests,Yes
Ezalife LLC,https://ezalife.com,Develops securement methods for surgically placed tubing. Affiliation: University of Colorado Anschutz Medical Campus,,4089,requests,Yes
FirstTracks Ventures,https://www.firsttracksventures.com,A Denver-based VC firm investing in seed-stage technology startups with portfolio companies including Caliber Mind and Rx Revu.,,0,requests,No
Flari Tech,https://www.flaritech.com,"Founded 2024 in Boulder, Colorado by Eva Yao (disease detection via breath analysis, based on CU Boulder research)",,0,requests,No
Flatfile,https://www.flatfile.com,"Denver, Colorado-based data exchange platform company. Raised nearly $100 million in total funding, including a $50 million Series B round in September 2022 led by Tiger Global. Provides API-first data migration and onboarding solutions for enterprises.",,12101,requests,Yes
FlightLink,https://www.flightlink.co,"Denver, Colorado-based startup founded in 2020, size 1-50 employees, founded by Tom Filippini",,394,playwright,Yes
Flox,https://floxintelligence.com,Sweden-based company founded by Sara Nozkova that uses AI software to prevent accidents between wildlife and humans. Graduated from CU Denver's Smart Futures Lab in 2024 and recently opened an office in New York state.,linkedin: https://www.linkedin.com/company/floxintelligence,5807,requests,Yes
Fluid Truck,https://www.fluidtruck.com,"Colorado-based logistics/transportation software company, 2023 Fast 500 winner, founded by James Eberhard",,0,requests,No
Flyreel,https://www.flyreel.com,AI underwriting solution for property insurance using computer vision. Series A funding of $10 million in November 2020.,,12542,requests,Yes
Folium Biosciences,https://foliumbiosciences.com,Producer and distributor of hemp-derived phytocannabinoids,,0,requests,No
Foundry Group Portfolio Companies,https://foundry.vc/portfolio/,"Boulder, Colorado - Early-stage software companies backed by Foundry Group VC firm (specific company names available with deeper research)",,3827,requests,Yes
Freeplay,https://www.freeplay.ai,"AI app development platform that helps companies build and experiment with text-generating AI models (Seed funding: $3.25 million, November 2023)",,14646,requests,Yes
Friday Health Plans,https://fridayhealthplans.com,Colorado-based health insurance company led by Sal Gentile and David Pinkert,,1549,requests,Yes
Galvanize Ventures,https://www.galvanize.com,"Denver, Colorado-based early-stage venture capital firm investing in SaaS, hardware/IoT, mobile, AI, consumer products, e-commerce, fintech, aerospace, robotics, medical devices, and data science. Invests $100,000-$500,000 in seed through growth stage companies.",,4819,requests,Yes
Gloo,https://www.gloo.com,Boulder-based technology platform connecting churches with congregations that raised $110 million in funding in July 2024 to accelerate platform development and AI system creation for the faith ecosystem.,,1916,playwright,Yes
"Glowforge, Inc.",https://www.glowforge.com,Laser cutting/engraving hardware company in Foundry portfolio,,4766,requests,Yes
GoodBuy Gear,https://goodbuygear.com,Online marketplace for secondhand and open box children's gear. Colorado-based with expansion to Houston and Philadelphia.,,12363,requests,Yes
Govly,https://www.govly.com,Colorado-based government technology company that raised funding in November 2023.,"linkedin: https://www.linkedin.com/company/govly/, youtube: https://www.youtube.com/@Govly",10072,requests,Yes
Green Lion Partners,https://www.greenlionpartners.com,"Denver-based business strategy firm with $3.30M check size, focused on early-stage development in the regulated cannabis industry",,2437,requests,Yes
Green Steel Environmental LLC,https://www.greensteelenvironmental.com,Improves water and air quality through sustainable wastewater and biogas treatment. Affiliation: University of Colorado Boulder,instagram: https://www.instagram.com/YOUR_USERNAME/,11589,requests,Yes
GutCheck,https://www.gutcheckit.com,Denver-based company founded in 2009,,6354,requests,Yes
Harmoniously,https://www.harmonioushomecolorado.com,Colorado-based startup with $310K seed funding,,4001,requests,Yes
"Harmonix Music Systems, Inc.",https://www.harmonixmusic.com,Music gaming company in Foundry Group's portfolio,"twitter: http://twitter.com/Harmonix, facebook: http://www.facebook.com/HarmonixMusic",1870,requests,Yes
Highwing,https://www.highwing.com,Open-data platform for commercial insurance optimization. Seed funding of $4 million in November 2020.,,0,requests,No
Holidaily Brewing Co.,https://holidailybrewing.com,"Gluten-free brewery in Golden with $3.2M revenue and 31% growth rate, 29 employees",facebook: https://www.facebook.com/share/1Cnw4C4kwC/,2148,requests,Yes
Homebot,https://homebot.ai,"Denver-based homeownership platform for lenders, real estate agents, and insurance companies. Drives client retention and referrals through wealth-building tools for homeowners and homebuyers.","facebook: https://www.facebook.com/homebotapp/, linkedin: https://www.linkedin.com/company/homebot/, instagram: https://www.instagram.com/homebot.ai/, twitter: https://x.com/i/grok?text=As%20a%20loan%20officer%2C%20I%20want%20to%20know%20how%20to%20turn%20past%20clients%20into%20repeat%20business%20and%20referrals%2C%20what%20sets%20Homebot%20apart%20from%20other%20client%20engagement%20platforms%2C%20and%20why%20Homebot%20could%20be%20a%20fit%20for%20my%20business.%20Summarize%20the%20highlight",12088,requests,Yes
HomeDay,https://www.gethomeday.com,"Colorado administrative services startup, Pre-Seed stage with undisclosed funding (April 2024)","facebook: https://www.facebook.com/profile.php?id=61560409685573, instagram: https://www.instagram.com/get_homeday/",1584,requests,Yes
Icarus Quantum,https://www.icarusquantum.com,"Boulder, Colorado-based company developing on-demand single- and entangled-photon generators for scalable quantum networking applications. Founded in January 2022 and participating in the Duality Accelerator program.","twitter: https://x.com/, linkedin: https://www.linkedin.com/company/icarus-quantum/",17078,requests,Yes
IDMission,https://www.idmission.com,"Cloud-based company offering mobility, cloud computing, collaboration, and analytics services with $1.0M funding",,3192,requests,Yes
Inscripta,https://www.inscripta.com,"Boulder startup creating innovative digital genome engineering solutions for the life sciences industry, enabling precise genetic modifications.","linkedin: https://www.linkedin.com/company/manus/, twitter: https://x.com/manusbio/status/1773131859704037594",619,requests,Yes
Intrepid Fiber Networks,https://www.intrepidfiber.com,Colorado-based fiber networking company.,"linkedin: https://www.linkedin.com/company/intrepid-fiber-networking/, twitter: https://twitter.com/intrepidfiber, facebook: https://www.facebook.com/Intrepid-Fiber-Networking-110903028316745, instagram: https://www.instagram.com/intrepidfibernetworking/",5514,requests,Yes
INVI MindHealth,https://www.invimh.com,"Healthcare and hardware company that raised $1,754,998 in seed funding",,6393,requests,Yes
Jibu,https://www.jibuco.com,Colorado Springs social enterprise empowered by capital and resources to provide affordable access to essential goods and services in underserved communities,"youtube: https://www.youtube.com/channel/UC0PjdmG0VUrDDKS2_gYVOIA, facebook: https://facebook.com/JibuCo, twitter: https://twitter.com/JibuCo, instagram: https://instagram.com/jibu_global, linkedin: https://www.linkedin.com/company/jibu",4144,requests,Yes
Karman+,https://www.karmanplus.com,Denver-based tech company in growth stage. Listed among fastest-growing Denver startups in 2025 with demonstrated product-market fit.,,11681,requests,Yes
KEY Investment Partners,https://keyinvestmentpartners.com,"Venture capital firm focused on early-stage cannabis companies with $1M check size and requirement for over $1,000,000 annualized revenues",,11938,requests,Yes
Kioga Bio,https://kioga.bio,Biotech company seeking $2 million in Seed Round funding,,2294,requests,Yes
Knome,https://www.knomee.com,"Founded by Thayer Hirsh in Frisco, Colorado. Completed the Startup Colorado Founder Coopetition pre-accelerator program in 2023.",,6062,requests,Yes
Koloma,https://www.koloma.com,"Focuses on low-cost, low-carbon hydrogen production for the energy transition[3].",linkedin: https://www.linkedin.com/company/kolomainc/about/,334,playwright,Yes
Konvoy Ventures,https://www.konvoyvc.com,"Venture capital fund dedicated to esports and video gaming infrastructure technology, tools, and platforms with typical check size of $1.50 million.",,0,requests,No
Kreios Space,https://www.kreiosspace.com,"Spain-based aerospace company with $9.485 million in Seed funding (September 2025), relevant to broader aerospace startup ecosystem.","linkedin: https://www.linkedin.com/company/secotem, twitter: https://twitter.com/KreiosSpace, instagram: https://www.instagram.com/kreiosspace",10292,requests,Yes
KRG Capital Partners,https://www.builtincolorado.com/companies/type/angel-vcfirm-companies,Denver-based private equity firm focused on investing in growing and innovative best-in-class middle market companies.,,11933,requests,Yes
Kurv Health,https://www.kurvhealth.com,Healthcare company that raised $14.5M in Series B funding (Oct 2025),,6762,requests,Yes
Laennec AI,https://www.laennec.ai,Pre-seed startup that raised $400K through OpenVC platform,linkedin: https://www.linkedin.com/company/laennecai/,5741,requests,Yes
LandGate,https://www.landgate.com,"Marketplace for land & resources in Denver with $5M revenue and 400% growth rate, 35 employees",,1925,requests,Yes
Last Gameboard,https://lastgameboard.com,"Denver gaming startup founded in 2019, integrating in-person and online gaming by creating tabletop games that merge digital and analog experiences with $7.1M in convertible note funding",,169,playwright,Yes
Lazarillo,https://lazarillo.app/,Inclusive navigation app now used by Lyft and Banco de Chile,instagram: https://www.instagram.com/reel/CilfIDuMJhL/,7430,requests,Yes
Leafwire,https://www.leafwire.com,"Denver, Colorado-based startup founded in 2018, size 1-50 employees, founded by Peter Vogel",twitter: https://twitter.com/intent/tweet?url=https%3A%2F%2Fwww.leafwire.com%2F&text=%0a,1103,requests,Yes
Liminal,https://www.liminal.ai,"Analytics and artificial intelligence company that raised $5,000,000 in seed funding","linkedin: https://www.linkedin.com/company/tenonhq/, twitter: https://twitter.com/tenonhq, instagram: https://www.instagram.com/tenon_hq/",12532,requests,Yes
Loadsmith,https://www.loadsmith.com,"Transportation company that raised $2,000,000 in seed funding in May 2024",,99,playwright,Yes
LogRhythm,https://www.logrhythm.com,"Boulder, Colorado-based cybersecurity company founded in 2003",,4744,requests,Yes
Long Play,https://www.longplayusa.com,Colorado community and lifestyle startup with $500K funding (June 2024),,2357,requests,Yes
MakerBot,https://www.makerbot.com,"3D printing hardware company, notable Foundry Group investment",,11382,requests,Yes
Mana Battery,https://www.manabattery.us,Clean energy company launched from CU Boulder in FY 2024 through the Embark Deep Tech Startup Creator program.,,1583,requests,Yes
Manatee,https://getmanatee.com,Uses AI to deliver personalized mental health support for families and children; recently funded and growing rapidly[1].,,6169,requests,Yes
Massive VC,https://massive.vc,Early-stage venture capital firm backing visionary founders building deep tech and inevitable future technologies.,twitter: https://www.spacex.com/,2907,requests,Yes
Maybell Quantum,https://www.maybellquantum.com,Colorado-based quantum company building quantum hardware components and infrastructure for the quantum industry.,,6358,requests,Yes
Maybell Quantum Industries,https://www.maybellquantum.com,Quantum computing company; raised $25 million in Series A funding in March 2024[2],,6358,requests,Yes
Meadowlark Optics,https://www.meadowlark.com,"Colorado-based company providing optical components and infrastructure (""picks and shovels"") for quantum computing hardware development.",,10908,requests,Yes
Meati Foods,https://www.meati.com,"Boulder-based company offering all-natural, whole muscle meat alternatives that are plant-based and nutritious.",,3685,requests,Yes
Mesa Quantum,https://mesaquantum.com,"Boulder, Colorado-based quantum sensor startup founded by Sristy Agrawal, developed from CU Boulder research in collaboration with NIST",linkedin: https://www.linkedin.com/company/mesa-quantum/,5950,requests,Yes
Miso,https://miso.ai,Data analytics or software platform,,8315,requests,Yes
Mobly,https://www.getmobly.com,Seed-stage startup that raised $2.5M through OpenVC platform,linkedin: https://www.linkedin.com/company/getmobly/,6131,requests,Yes
Motion.io,https://motion.io,Colorado-based administrative services startup that raised $3.2M in seed funding (December 2024),youtube: https://www.youtube.com/watch?v=9HJ7CcinQD4,9162,requests,Yes
MycoTechnology Inc,https://www.mycoiq.com,"Aurora, CO-based company focused on innovative food and biotechnology solutions.",,3644,requests,Yes
"New Day Hydrogen, LLC",https://www.newdayhydrogen.com,Builds and develops green hydrogen projects for fleet fueling. Affiliation: Colorado State University,,0,requests,No
Notable Labs,https://www.notablelabs.com,"Denver-based biotechnology company providing personalized drug combination testing service for cancer patients, raised $71.3M across 8 funding rounds",,0,requests,No
Notable Systems,https://notablesystems.com,Healthcare data and information technology,,5363,requests,Yes
Nova Sky Stories,https://www.novaskystories.com,Live entertainment technology company founded in 2022,,2504,requests,Yes
Numerai,https://www.numer.ai,"Denver-based hedge fund using crowdsourced artificial intelligence models for stock market trades, raised $17.5M across 3 funding rounds",twitter: https://x.com/numerai,2996,playwright,Yes
Octave Photonics,https://www.octavephotonics.com,Colorado-based photonics company providing components and infrastructure for quantum computing applications.,,7586,requests,Yes
Onconaut Therapeutics Inc,https://www.onconaut.com,"Developing a first-in-class inhibitor of a protein that drives tumor growth, metastasis, and drug resistance in colorectal and other solid tumors. (Early-Stage Capital grant recipient, $246,868)",,3025,requests,Yes
OneReach AI,https://onereach.ai,"Denver conversational AI platform founded in 2010, providing the fastest way to create conversational experiences across any channel with $176M annual revenue",,50000,requests,Yes
OneTrust,https://www.onetrust.com,"Enterprise software for privacy, third-party risk, data governance, GRC, ethics and compliance, joined Endeavor in March 2021",,9687,requests,Yes
Onform,https://onform.com,Colorado software development startup with $2.7M funding (June 2024),,5664,requests,Yes
OnKure Therapeutics,https://onkuretherapeutics.com,"Founded 2011, Colorado precision medicine company focused on cancer treatment discovery and development",,507,requests,Yes
OpenSea,https://opensea.io,NFT marketplace and Web3 platform; notable portfolio investment,,18845,requests,Yes
Opopop,https://www.opopop.com,"Englewood, Colorado-based startup founded in 2018, size 1-50 employees","instagram: https://www.instagram.com/opopop, facebook: https://www.facebook.com/opopopco, twitter: https://www.twitter.com/opopopco",15593,requests,Yes
Orbit Fab,https://www.orbitfab.com,Colorado-based aerospace startup with $42.2M funding,,5899,requests,Yes
OverWatchID,https://www.overwatchid.com,"Colorado-based startup, portfolio company of Rockies Venture Club",,3298,requests,Yes
Parse.ly,https://www.parse.ly,"Founded in 2009, provides content analytics software to digital media publishers",,2095,requests,Yes
Particle,https://www.particle.io,"IoT platform, acquired",,3229,requests,Yes
Paxum,https://paxum.com,Seed-stage startup that raised $1.2M through OpenVC platform,,3333,requests,Yes
Ping Identity,https://www.pingidentity.com/en.html,Colorado-based identity and access management software company.,,10635,requests,Yes
Pluto Biosciences,https://pluto.bio,Colorado-based biotech startup with $4.7M funding,,29268,requests,Yes
PolyAPI,https://polyapi.io,"Cloud computing startup that raised $5,139,999 in seed funding",,21364,requests,Yes
Prosperous AI,https://www.prosperousprocess.ai,"Colorado manufacturing AI startup, Pre-Seed stage with $610K funding (November 2024)",youtube: https://www.youtube.com/@ProsperousAI,6080,requests,Yes
QED Investors,https://angelmatch.io/publication/top-vc-firms-in-colorado-that-invest-in-it-startups,"Venture capital firm with presence in multiple locations investing across creator economy, IT, crypto & blockchain, fintech, and other sectors with 250+ total investments.","facebook: https://www.facebook.com/AngelMatchHQ/, twitter: https://twitter.com/angel_match, linkedin: https://www.linkedin.com/company/angel-match/, instagram: https://www.instagram.com/angel_match/",12761,requests,Yes
Quantinuum,https://www.quantinuum.com,Quantum computing firm with $1.7 billion in total funding.,"twitter: https://x.com/QuantinuumQC, linkedin: https://www.linkedin.com/company/quantinuumqc/, youtube: https://www.youtube.com/@QuantinuumQC",19624,requests,Yes
Quantum Rings,https://www.quantumrings.com,"Boulder, Colorado-based quantum software company. Focuses on quantum circuit simulation and scalable quantum software frameworks. Inaugural tenant at Colorado Quantum Incubator (COQI) as of July 2025. Develops developer tools for quantum software development.",,3826,requests,Yes
QuikrStuff,https://www.quikrstuff.com,Bike rack manufacturer that opened during the 2020 pandemic and bootstrapped through supply chain challenges,"youtube: https://www.youtube.com/channel/UCqzQEjhvJAzRYBTLz391TuA, facebook: https://www.facebook.com/quikrstuff, instagram: https://www.instagram.com/quikrstuff/",7814,requests,Yes
Radiant Labs,https://www.radiantlabs.co,Colorado energy tech startup with $75K funding (June 2024),linkedin: https://www.linkedin.com/company/radiant-labs/,10137,requests,Yes
RainIons,https://www.rainions.com,Colorado Springs startup developing emission reduction technologies,linkedin: https://www.linkedin.com/in/maxwell-utter-b89443b2/,1559,requests,Yes
Rank Kings,https://www.rankkings.com,"Aurora, CO-based technology startup.",,1814,requests,Yes
Return Path,https://returnpath.com,"Email deliverability company, Colorado portfolio company hiring",,5356,requests,Yes
Reviewer Zero,https://reviewerzero.ai,AI-powered review analysis platform seeking $1.25 million in Pre-Seed funding,,5234,requests,Yes
ReviewerZero,https://www.reviewerzero.ai,"Boulder-based startup seeking $1.25 million in Pre-Seed funding, focused on AI and technology solutions",,5234,requests,Yes
Rewind AI,https://www.rewind.ai,"Founded 2020, Colorado-based AI startup",twitter: https://twitter.com/RewindAI/timelines/1603483782039887878,7552,requests,Yes
Right Cream,https://rightcream.com,Colorado-based startup with $150K seed funding,instagram: https://www.instagram.com/rightcream,727,requests,Yes
Sahajan,https://www.sahajan.com,"Natural beauty/wellness brand, received Unattributed VC funding from Ridgeline Ventures (November 2023)",,13544,requests,Yes
Seamless Migration LLC,https://www.seamlessmigration.com,"Aurora, CO-based technology company specializing in migration services.",,5120,requests,Yes
Sky Ventures Portfolio Companies,https://skyventures-group.com/portfolio/,"Denver, Colorado - Consumer and software startups backed by Sky Ventures VC firm",,363,playwright,Yes
Smart Futures Lab 2024 Cohort (Cognitive Navigation App),https://www.pinpointapp.com,App that helps people with cognitive disabilities navigate indoor spaces. Graduated from CU Denver's Smart Futures Lab in 2024.,,5052,requests,Yes
Smart Futures Lab 2024 Cohort (Sewer Leak Detection AI),https://www.smartfutureslab.com,AI system to detect sewer leaks. Graduated from CU Denver's Smart Futures Lab in 2024.,,7639,requests,Yes
Smart Futures Lab 2024 Cohort (Wildfire Detection Sensor),https://www.n5sensors.com,Advanced sensor system designed for early detection of wildfires and chemical spills. Graduated from CU Denver's Smart Futures Lab in 2024.,"linkedin: https://www.linkedin.com/company/n5-sensors-inc-/mycompany/, facebook: https://www.facebook.com/N5SensorsInc, instagram: https://www.instagram.com/n5sensors.inc/, twitter: https://twitter.com/N5SensorsInc",7560,requests,Yes
Soar Autism Center,https://soarautismcenter.com,"Healthcare company specializing in autism services that raised $19,335,699 in venture funding","facebook: https://www.facebook.com/soarautismcenter/, linkedin: https://linkedin.com/company/soarautismcenter, instagram: https://www.instagram.com/soarautismcenter/, youtube: https://www.youtube.com/channel/UCubFnsGm2BrzUCYDpC7Rb7g",9617,requests,Yes
Soona,https://soona.co,"Denver martech company founded in 2018, providing professional photo and video content creation services for ecommerce and marketing campaigns with $56.1M in VC funding from Bain Capital Ventures and Springbank Collective",,6787,requests,Yes
SparkFun Electronics,https://www.sparkfun.com,"Boulder-based online retailer for circuit boards, microcontrollers, and hobbyist electronics founded in 2003 with annual revenue above $30 million",,12629,requests,Yes
"Sphero, Inc.",https://www.sphero.com,Consumer robotics and app-enabled toys company in Foundry portfolio,,14104,requests,Yes
SPI Shamrock Painting Inc.,https://www.shamrockpaintinginc.com,"Commercial painting & specialty coatings in Denver with $8.9M revenue and 62% growth rate, 60 employees","facebook: https://www.facebook.com/shamrockpaintinginc/, instagram: https://www.instagram.com/shamrockpainting/, linkedin: https://www.linkedin.com/company/shamrock-painting-inc-",6209,requests,Yes
Springtime Ventures,https://www.springtimeventures.com,"Denver-based VC firm specializing in seed-stage investments in healthcare, fintech, logistics, and marketplaces[3].",linkedin: https://www.linkedin.com/in/rickpatch/,5112,requests,Yes
Squire,https://www.gosquire.com,"Northeast-based point-of-sale and business management system for barbershops and salons, joined Endeavor in September 2020","facebook: https://www.facebook.com/Squire-100728469163594, linkedin: https://www.linkedin.com/company/gosquire",4593,requests,Yes
Starlight Software Solutions,https://www.starlightsoftwaresolutions.com,"Denver, Colorado - Information technology and software company with recent venture funding (specific amount and date available with subscription)",,14340,requests,Yes
State of Place,https://www.stateofplace.co,AI-based predictive analytics software company founded by Mariela Alfonzo. Graduated from CU Denver's Smart Futures Lab in 2024 and won two U.S. Department of Transportation Small Business Innovation Research grants.,,4211,requests,Yes
Strive Health,https://www.strivehealth.com,"Kidney care provider leveraging technology to improve outcomes, recently raised a $166M Series C and remains private[5].",,3769,requests,Yes
Supliful,https://www.supliful.com,Colorado-based commerce and shopping startup that raised $1.1M in seed funding (December 2024),,12940,requests,Yes
SWAP,https://swapbev.com/,Beverage company (founded by Salman Chishti),,0,requests,No
